Name,Mass,Pos.x,Pos.y,Pos.z,Vel.x,Vel.y,Vel.z
Sun,333000.0,0.0,0.0,0.0,0.0,0.0,0.0
Earth,1.0,1.0,0.0,0.0,0.0,29.78,0.0
Moon,0.0123,1.00257,0.0,0.0,0.0,30.802,0.0
