Name,Mass,Pos.x,Pos.y,Pos.z,Vel.x,Vel.y,Vel.z
BodyA,100.0,0.97000436,-0.24308753,0.0,4.66203685,4.3236573,0.0
BodyB,100.0,-0.97000436,0.24308753,0.0,4.66203685,4.3236573,0.0
BodyC,100.0,0.0,0.0,0.0,-9.3240737,-8.6473146,0.0
